CaseID,CaseType,CourtLevel,FilingDate,ServiceDate,FirstHearingDate,ResolutionDate,Disposition,IsAppealed,MonetaryAmount
CIV-106122,Property Damage,Superior,2015-06-28,2015-07-15,2015-08-11,2015-10-07,Dismissed,False,0.0
CIV-106123,Medical Malpractice,State,2022-05-12,2022-05-25,2022-07-29,2022-11-08,Judgment for Defendant,True,0.0
CIV-106124,Medical Malpractice,Municipal,2016-06-07,2016-06-11,2016-09-25,2016-12-26,Transferred,True,27450.86
CIV-106125,Medical Malpractice,Municipal,2021-10-17,2021-10-30,2022-01-17,2022-07-14,Default Judgment,True,0.0
CIV-106126,Debt Collection,Federal District,2015-12-05,2016-01-01,2016-04-25,2016-10-06,Default Judgment,False,67025.85
CIV-106127,Property Damage,Superior,2023-02-03,2023-02-22,2023-04-08,2023-08-28,Judgment for Plaintiff,False,0.0
CIV-106128,Debt Collection,Appellate,2022-05-22,2022-06-20,2022-10-05,2022-11-18,Judgment for Plaintiff,False,0.0
CIV-106129,Employment Dispute,State,2022-08-12,2022-08-16,2022-10-22,2023-02-21,Default Judgment,False,94161.33
CIV-106130,Debt Collection,Superior,2019-04-23,2019-05-04,2019-05-26,2019-09-05,Judgment for Plaintiff,False,36628.93
CIV-106131,Medical Malpractice,State,2018-06-21,2018-07-08,2018-07-26,2018-11-07,Judgment for Plaintiff,True,0.0
CIV-106132,Employment Dispute,Superior,2020-09-26,2020-10-21,2021-01-04,2021-06-19,Judgment for Defendant,False,0.0
CIV-106133,Debt Collection,State,2021-04-13,2021-05-03,2021-06-11,2021-07-17,Dismissed,False,0.0
CIV-106134,Small Claims,Municipal,2018-04-18,2018-04-23,2018-05-12,2018-08-10,Settled,False,0.0
CIV-106135,Housing Code Violation,State,2021-12-04,2021-12-20,2022-02-11,2022-05-18,Default Judgment,True,48629.42
CIV-106136,Personal Injury,Superior,2016-06-26,2016-07-20,2016-11-06,2017-03-28,Judgment for Plaintiff,True,12000.77
CIV-106137,Eviction,Federal District,2018-07-23,2018-08-17,2018-12-06,2019-01-05,Transferred,True,10245.15
CIV-106138,Eviction,Appellate,2018-03-25,2018-04-10,2018-05-07,2018-07-22,Settled,True,91443.05
CIV-106139,Family Law,Municipal,2021-09-20,2021-10-06,2021-11-29,2022-02-22,Transferred,True,0.0
CIV-106140,Housing Code Violation,Appellate,2017-08-25,2017-08-31,2017-10-10,2018-03-31,Judgment for Defendant,True,37596.04
CIV-106141,Housing Code Violation,State,2016-02-02,2016-02-03,2016-04-20,2016-08-15,Transferred,False,68397.4
CIV-106142,Employment Dispute,State,2021-02-14,2021-03-15,2021-07-03,2021-09-16,Settled,True,28474.15
CIV-106143,Contract Dispute,Federal District,2023-08-24,2023-09-18,2023-11-14,2024-01-08,Default Judgment,False,0.0
CIV-106144,Housing Code Violation,Municipal,2021-04-28,2021-05-21,2021-08-27,2022-02-21,Default Judgment,True,0.0
CIV-106145,Property Damage,Federal District,2023-12-17,2024-01-06,2024-04-04,2024-07-12,Dismissed,False,0.0
CIV-106146,Property Damage,Municipal,2022-12-21,2023-01-08,2023-02-17,2023-05-31,Judgment for Defendant,False,65973.29
CIV-106147,Medical Malpractice,State,2021-08-06,2021-08-30,2021-12-01,2022-03-22,Judgment for Plaintiff,True,56601.9
CIV-106148,Property Damage,Municipal,2020-02-02,2020-02-25,2020-03-18,2020-08-08,Judgment for Plaintiff,True,0.0
CIV-106149,Debt Collection,State,2021-05-03,2021-05-25,2021-07-01,2021-09-16,Judgment for Plaintiff,True,0.0
CIV-106150,Contract Dispute,Federal District,2023-08-29,2023-09-25,2024-01-21,2024-02-28,Transferred,True,96596.04
CIV-106151,Eviction,State,2020-02-26,2020-03-05,2020-03-29,2020-08-02,Settled,False,878.05
CIV-106152,Property Damage,Superior,2020-10-13,2020-11-03,2021-02-22,2021-07-29,Judgment for Plaintiff,False,83981.43
CIV-106153,Property Damage,Municipal,2023-04-06,2023-04-07,2023-06-18,2023-08-17,Settled,False,81212.35
CIV-106154,Contract Dispute,State,2021-08-05,2021-08-19,2021-11-13,2022-01-01,Judgment for Plaintiff,True,50560.54
CIV-106155,Debt Collection,Superior,2022-05-23,2022-05-29,2022-08-07,2022-10-17,Transferred,False,4213.03
CIV-106156,Medical Malpractice,State,2019-04-22,2019-05-11,2019-08-03,2019-09-21,Default Judgment,True,93431.67
CIV-106157,Small Claims,Superior,2021-05-05,2021-05-20,2021-08-01,2022-01-07,Dismissed,False,85519.79
CIV-106158,Contract Dispute,Municipal,2015-08-19,2015-09-18,2015-10-11,2016-03-25,Judgment for Plaintiff,False,2573.63
CIV-106159,Contract Dispute,Municipal,2016-08-12,2016-08-27,2016-11-01,2017-03-10,Transferred,True,39201.79
CIV-106160,Personal Injury,Municipal,2018-10-22,2018-11-18,2019-01-27,2019-05-31,Dismissed,True,86096.99
CIV-106161,Debt Collection,State,2023-06-01,2023-06-19,2023-08-12,2024-01-09,Default Judgment,False,0.0
CIV-106162,Personal Injury,Federal District,2017-08-27,2017-09-14,2017-10-28,2018-03-22,Judgment for Plaintiff,False,86645.12
CIV-106163,Personal Injury,State,2017-07-18,2017-08-15,2017-08-31,2017-11-14,Default Judgment,True,19604.04
CIV-106164,Medical Malpractice,Municipal,2017-03-04,2017-04-01,2017-06-10,2017-08-13,Dismissed,True,52368.83
CIV-106165,Contract Dispute,State,2015-05-09,2015-06-02,2015-07-08,2015-08-29,Judgment for Defendant,True,2950.64
CIV-106166,Debt Collection,Federal District,2015-06-01,2015-06-14,2015-10-02,2016-02-25,Transferred,True,16426.87
CIV-106167,Debt Collection,Appellate,2016-09-16,2016-10-05,2016-11-04,2017-02-25,Judgment for Plaintiff,False,22642.66
CIV-106168,Debt Collection,Superior,2015-11-11,2015-11-25,2016-02-20,2016-04-13,Judgment for Plaintiff,True,34163.53
CIV-106169,Property Damage,State,2018-12-25,2019-01-18,2019-05-17,2019-08-27,Judgment for Defendant,True,0.0
CIV-106170,Employment Dispute,State,2017-11-13,2017-11-27,2018-01-30,2018-06-24,Settled,False,0.0
CIV-106171,Debt Collection,Appellate,2020-05-27,2020-06-09,2020-06-28,2020-12-01,Default Judgment,True,35888.33
CIV-106172,Debt Collection,State,2023-06-06,2023-06-17,2023-07-18,2023-09-22,Transferred,True,78282.21
CIV-106173,Small Claims,Appellate,2017-12-03,2017-12-08,2018-02-02,2018-05-16,Default Judgment,True,23326.44
CIV-106174,Contract Dispute,State,2015-12-07,2015-12-27,2016-04-22,2016-08-31,Judgment for Plaintiff,False,0.0
CIV-106175,Contract Dispute,Municipal,2017-06-28,2017-07-01,2017-07-24,2017-12-10,Judgment for Plaintiff,False,0.0
CIV-106176,Property Damage,Municipal,2017-08-18,2017-09-16,2017-12-07,2018-04-10,Dismissed,False,18764.16
CIV-106177,Debt Collection,State,2015-01-20,2015-01-23,2015-03-18,2015-04-22,Transferred,False,79000.39
CIV-106178,Contract Dispute,Federal District,2022-11-22,2022-12-09,2023-02-10,2023-07-30,Default Judgment,True,71968.19
CIV-106179,Eviction,Appellate,2019-02-21,2019-03-22,2019-05-16,2019-10-21,Judgment for Plaintiff,False,56402.71
CIV-106180,Small Claims,Federal District,2019-03-09,2019-04-03,2019-06-30,2019-11-21,Transferred,False,35269.39
CIV-106181,Contract Dispute,Superior,2018-04-12,2018-05-12,2018-06-11,2018-12-06,Settled,False,79827.62
CIV-106182,Small Claims,Appellate,2018-08-30,2018-09-12,2018-11-26,2019-03-01,Transferred,False,69431.83
CIV-106183,Family Law,State,2020-01-30,2020-02-16,2020-06-15,2020-11-02,Judgment for Plaintiff,True,51402.54
CIV-106184,Employment Dispute,Appellate,2018-09-28,2018-10-15,2018-10-25,2019-04-12,Default Judgment,False,11198.27
CIV-106185,Debt Collection,Appellate,2021-10-03,2021-11-01,2021-12-09,2022-02-17,Judgment for Defendant,True,64429.78
CIV-106186,Medical Malpractice,State,2021-12-01,2021-12-20,2022-01-18,2022-06-15,Settled,False,0.0
CIV-106187,Small Claims,Superior,2015-03-25,2015-04-23,2015-05-04,2015-07-10,Default Judgment,False,7837.03
CIV-106188,Medical Malpractice,Appellate,2023-08-06,2023-08-24,2023-12-20,2024-05-22,Dismissed,False,18522.66
CIV-106189,Personal Injury,State,2021-04-23,2021-05-16,2021-06-26,2021-10-30,Transferred,True,31520.5
CIV-106190,Small Claims,Appellate,2019-07-27,2019-08-05,2019-11-24,2020-01-20,Settled,False,6205.61
CIV-106191,Contract Dispute,Appellate,2019-10-17,2019-11-02,2019-12-23,2020-06-05,Default Judgment,True,73135.54
CIV-106192,Contract Dispute,Municipal,2023-09-02,2023-09-26,2023-12-12,2024-03-19,Dismissed,False,19365.03
CIV-106193,Contract Dispute,Federal District,2015-05-19,2015-06-13,2015-07-24,2015-12-25,Judgment for Defendant,True,41504.76
CIV-106194,Family Law,Appellate,2020-02-23,2020-03-13,2020-03-30,2020-09-17,Transferred,True,97124.35
CIV-106195,Property Damage,Appellate,2016-03-08,2016-03-22,2016-07-12,2017-01-04,Judgment for Plaintiff,True,41671.11
CIV-106196,Employment Dispute,Federal District,2015-07-13,2015-07-16,2015-07-31,2015-09-03,Transferred,False,5627.91
CIV-106197,Personal Injury,Federal District,2021-08-31,2021-09-23,2021-12-01,2022-01-14,Settled,True,67720.72
CIV-106198,Housing Code Violation,Municipal,2023-10-11,2023-10-24,2023-12-21,2024-02-07,Judgment for Defendant,True,91085.57
CIV-106199,Contract Dispute,Municipal,2023-10-27,2023-11-04,2024-02-25,2024-07-20,Judgment for Defendant,True,0.0
CIV-106200,Property Damage,Municipal,2016-02-15,2016-02-16,2016-03-16,2016-05-20,Settled,False,22208.66
CIV-106201,Contract Dispute,Municipal,2021-11-20,2021-11-22,2022-01-11,2022-03-06,Dismissed,True,0.0
CIV-106202,Small Claims,Municipal,2021-05-08,2021-05-15,2021-09-03,2021-12-10,Dismissed,False,0.0
CIV-106203,Personal Injury,Municipal,2019-11-23,2019-12-13,2020-02-27,2020-07-28,Dismissed,False,8395.99
CIV-106204,Eviction,State,2023-11-16,2023-12-12,2024-03-30,2024-08-15,Default Judgment,True,0.0
CIV-106205,Debt Collection,State,2019-01-26,2019-01-30,2019-04-22,2019-08-27,Default Judgment,False,38921.51
CIV-106206,Personal Injury,Appellate,2019-11-08,2019-11-23,2019-12-21,2020-02-16,Dismissed,True,0.0
CIV-106207,Medical Malpractice,Superior,2017-11-03,2017-12-01,2018-01-18,2018-05-27,Dismissed,True,0.0
CIV-106208,Housing Code Violation,State,2023-04-15,2023-04-21,2023-07-31,2023-09-20,Judgment for Plaintiff,False,5514.92
CIV-106209,Contract Dispute,State,2022-10-19,2022-11-03,2022-12-27,2023-04-20,Judgment for Plaintiff,True,0.0
CIV-106210,Eviction,State,2022-04-19,2022-05-14,2022-06-10,2022-10-25,Judgment for Plaintiff,True,66116.71
CIV-106211,Family Law,Appellate,2022-01-21,2022-02-01,2022-03-19,2022-08-24,Dismissed,True,15879.87
CIV-106212,Small Claims,State,2019-06-29,2019-07-02,2019-10-08,2019-12-29,Dismissed,True,52639.08
CIV-106213,Debt Collection,Superior,2020-01-16,2020-01-30,2020-05-25,2020-10-20,Default Judgment,True,74683.27
CIV-106214,Small Claims,Municipal,2021-03-21,2021-03-22,2021-06-03,2021-08-21,Dismissed,False,23423.93
CIV-106215,Employment Dispute,Appellate,2022-10-29,2022-11-17,2023-01-15,2023-05-31,Judgment for Defendant,True,3648.82
CIV-106216,Debt Collection,Federal District,2016-10-03,2016-10-29,2017-02-06,2017-06-27,Default Judgment,True,0.0
CIV-106217,Personal Injury,Appellate,2022-02-23,2022-02-25,2022-04-08,2022-09-11,Judgment for Plaintiff,False,0.0
CIV-106218,Debt Collection,Appellate,2018-08-06,2018-08-27,2018-11-09,2019-02-14,Judgment for Plaintiff,False,94685.43
CIV-106219,Personal Injury,Superior,2017-10-01,2017-10-24,2018-02-15,2018-07-10,Settled,False,50447.54
CIV-106220,Housing Code Violation,Appellate,2021-07-11,2021-07-18,2021-10-17,2021-12-30,Settled,True,0.0
CIV-106221,Employment Dispute,Appellate,2023-09-17,2023-09-23,2024-01-14,2024-06-11,Judgment for Plaintiff,False,0.0
CIV-106222,Family Law,Superior,2020-12-28,2021-01-18,2021-03-06,2021-05-07,Default Judgment,False,0.0
CIV-106223,Contract Dispute,State,2022-09-21,2022-10-01,2022-11-23,2023-03-03,Transferred,True,0.0
CIV-106224,Eviction,Appellate,2016-09-28,2016-10-19,2016-11-10,2017-02-24,Judgment for Defendant,False,0.0
CIV-106225,Housing Code Violation,Federal District,2021-04-26,2021-05-06,2021-06-30,2021-09-19,Settled,True,25259.35
CIV-106226,Eviction,Superior,2023-11-08,2023-11-19,2024-02-29,2024-05-31,Judgment for Defendant,False,16610.19
CIV-106227,Small Claims,Appellate,2016-06-26,2016-07-21,2016-11-05,2017-04-18,Judgment for Plaintiff,False,30674.97
CIV-106228,Eviction,Federal District,2022-02-11,2022-02-16,2022-05-22,2022-06-22,Default Judgment,True,23659.66
CIV-106229,Personal Injury,Federal District,2022-02-16,2022-03-03,2022-06-02,2022-10-11,Dismissed,False,48441.2
CIV-106230,Personal Injury,Municipal,2015-02-02,2015-02-06,2015-03-27,2015-05-18,Judgment for Plaintiff,True,83853.98
CIV-106231,Small Claims,Superior,2017-05-17,2017-05-20,2017-07-14,2017-10-14,Settled,True,54763.14
CIV-106232,Contract Dispute,Federal District,2023-02-07,2023-03-09,2023-05-09,2023-09-02,Dismissed,False,60214.17
CIV-106233,Family Law,Federal District,2022-02-24,2022-03-08,2022-03-20,2022-07-22,Settled,True,0.0
CIV-106234,Personal Injury,Municipal,2019-02-27,2019-03-02,2019-03-16,2019-09-04,Dismissed,False,2005.49
CIV-106235,Property Damage,Municipal,2016-07-23,2016-08-07,2016-10-18,2017-01-13,Transferred,False,56803.07
CIV-106236,Eviction,Federal District,2016-08-21,2016-09-05,2016-12-06,2017-04-20,Dismissed,True,20168.28
CIV-106237,Employment Dispute,State,2016-11-06,2016-12-04,2017-02-02,2017-06-25,Transferred,True,25025.16
CIV-106238,Eviction,Federal District,2023-05-17,2023-05-19,2023-07-26,2023-11-19,Default Judgment,False,0.0
CIV-106239,Employment Dispute,Superior,2018-02-05,2018-02-09,2018-03-25,2018-06-10,Settled,True,37951.44
CIV-106240,Personal Injury,Superior,2023-12-25,2024-01-03,2024-04-15,2024-08-20,Settled,True,0.0
CIV-106241,Employment Dispute,Appellate,2023-03-01,2023-03-18,2023-07-01,2023-08-16,Judgment for Plaintiff,True,72762.85
CIV-106242,Medical Malpractice,Federal District,2018-07-05,2018-08-04,2018-09-22,2018-11-04,Judgment for Plaintiff,False,55985.79
CIV-106243,Property Damage,Federal District,2021-07-19,2021-07-29,2021-10-09,2022-02-02,Default Judgment,False,0.0
CIV-106244,Small Claims,Appellate,2016-10-25,2016-11-15,2017-01-03,2017-04-28,Default Judgment,True,79862.24
CIV-106245,Contract Dispute,Superior,2018-10-24,2018-11-05,2019-02-11,2019-05-27,Settled,True,11720.14
CIV-106246,Personal Injury,Municipal,2022-02-18,2022-03-09,2022-06-05,2022-10-15,Judgment for Defendant,False,80120.85
CIV-106247,Medical Malpractice,Appellate,2019-03-03,2019-03-10,2019-05-31,2019-07-08,Transferred,False,13241.25
CIV-106248,Eviction,State,2023-05-06,2023-05-20,2023-08-14,2023-10-28,Default Judgment,False,0.0
CIV-106249,Property Damage,Superior,2023-03-14,2023-04-10,2023-04-21,2023-05-29,Transferred,False,0.0
CIV-106250,Medical Malpractice,Appellate,2021-09-02,2021-09-13,2022-01-11,2022-03-28,Transferred,True,82317.2
CIV-106251,Property Damage,Superior,2022-06-29,2022-07-23,2022-08-29,2022-10-25,Settled,False,72079.56
CIV-106252,Eviction,Municipal,2020-06-27,2020-07-23,2020-08-06,2020-10-06,Transferred,True,35430.03
CIV-106253,Medical Malpractice,Federal District,2020-07-02,2020-07-10,2020-10-13,2021-01-03,Settled,False,29751.45
CIV-106254,Medical Malpractice,Municipal,2021-04-25,2021-05-16,2021-06-17,2021-08-17,Judgment for Plaintiff,False,31490.83
CIV-106255,Personal Injury,Appellate,2021-03-15,2021-03-31,2021-06-19,2021-11-17,Dismissed,True,68567.49
CIV-106256,Small Claims,Municipal,2021-10-28,2021-11-04,2021-12-28,2022-06-07,Dismissed,False,0.0
CIV-106257,Medical Malpractice,Appellate,2018-02-15,2018-03-05,2018-06-21,2018-09-03,Settled,False,42740.76
CIV-106258,Personal Injury,Appellate,2018-02-23,2018-03-02,2018-06-06,2018-08-26,Dismissed,True,60146.75
CIV-106259,Housing Code Violation,Appellate,2016-08-01,2016-08-31,2016-11-19,2017-04-05,Default Judgment,False,69616.99
CIV-106260,Eviction,Appellate,2020-05-25,2020-06-05,2020-06-28,2020-10-16,Transferred,False,0.0
CIV-106261,Medical Malpractice,Municipal,2015-07-13,2015-08-05,2015-10-29,2016-03-19,Judgment for Defendant,False,10832.24
CIV-106262,Medical Malpractice,Appellate,2022-03-13,2022-03-18,2022-06-29,2022-12-15,Default Judgment,False,27891.44
CIV-106263,Eviction,State,2015-11-19,2015-12-03,2016-01-18,2016-07-12,Dismissed,True,38461.31
CIV-106264,Debt Collection,Municipal,2022-02-23,2022-03-18,2022-06-05,2022-09-24,Settled,False,0.0
CIV-106265,Employment Dispute,Municipal,2016-05-27,2016-05-31,2016-08-15,2016-09-24,Transferred,True,0.0
CIV-106266,Medical Malpractice,Municipal,2019-08-02,2019-08-10,2019-09-10,2019-12-08,Default Judgment,False,0.0
CIV-106267,Employment Dispute,Superior,2016-08-15,2016-09-04,2016-12-07,2017-01-28,Judgment for Defendant,True,89554.7
CIV-106268,Small Claims,Federal District,2019-12-09,2020-01-02,2020-04-24,2020-07-24,Judgment for Defendant,True,29452.3
CIV-106269,Debt Collection,State,2018-03-30,2018-04-21,2018-06-11,2018-09-18,Dismissed,True,29578.99
CIV-106270,Family Law,Appellate,2018-10-12,2018-11-08,2019-02-12,2019-07-07,Judgment for Plaintiff,True,29703.43
CIV-106271,Personal Injury,Federal District,2019-09-17,2019-10-14,2020-02-08,2020-06-05,Settled,True,20463.67
CIV-106272,Eviction,Appellate,2016-12-17,2017-01-15,2017-03-12,2017-06-06,Settled,True,73592.36
CIV-106273,Employment Dispute,Municipal,2020-03-12,2020-04-04,2020-06-17,2020-10-22,Judgment for Defendant,True,90677.71
CIV-106274,Employment Dispute,Appellate,2018-10-10,2018-10-11,2018-12-18,2019-04-24,Dismissed,False,67541.3
CIV-106275,Employment Dispute,Municipal,2015-03-20,2015-04-06,2015-06-01,2015-08-07,Dismissed,False,41270.81
CIV-106276,Property Damage,Appellate,2018-11-18,2018-12-16,2019-04-13,2019-07-05,Judgment for Plaintiff,False,11175.87
CIV-106277,Debt Collection,Municipal,2022-12-14,2022-12-23,2023-01-10,2023-03-27,Transferred,False,43877.19
CIV-106278,Medical Malpractice,Federal District,2018-03-07,2018-03-24,2018-07-20,2018-10-11,Judgment for Defendant,True,88245.69
CIV-106279,Contract Dispute,Federal District,2021-03-11,2021-04-02,2021-07-08,2021-09-15,Judgment for Defendant,True,22064.73
CIV-106280,Small Claims,State,2021-03-08,2021-03-12,2021-06-05,2021-08-29,Judgment for Defendant,True,50842.36
CIV-106281,Personal Injury,Federal District,2021-06-16,2021-07-12,2021-08-19,2022-02-08,Default Judgment,False,0.0
CIV-106282,Contract Dispute,Municipal,2016-06-10,2016-06-14,2016-08-15,2016-12-08,Default Judgment,True,36522.94
CIV-106283,Housing Code Violation,Municipal,2019-09-21,2019-10-15,2019-10-26,2019-12-21,Default Judgment,False,0.0
CIV-106284,Property Damage,Appellate,2022-09-01,2022-09-28,2022-11-17,2023-01-18,Settled,False,9107.52
CIV-106285,Property Damage,Federal District,2016-06-11,2016-07-03,2016-09-17,2016-12-13,Dismissed,False,0.0
CIV-106286,Family Law,Appellate,2018-10-12,2018-11-07,2019-02-20,2019-04-11,Settled,True,84652.11
CIV-106287,Small Claims,State,2023-08-11,2023-09-06,2023-11-13,2024-02-25,Dismissed,True,71462.7
CIV-106288,Property Damage,Superior,2023-11-23,2023-12-17,2024-02-27,2024-07-15,Judgment for Plaintiff,True,0.0
CIV-106289,Personal Injury,Federal District,2019-09-29,2019-10-21,2019-12-17,2020-02-01,Settled,False,87805.82
CIV-106290,Employment Dispute,State,2022-01-08,2022-02-02,2022-03-27,2022-05-24,Default Judgment,True,47145.76
CIV-106291,Eviction,Appellate,2023-08-09,2023-08-20,2023-10-01,2024-03-15,Settled,True,0.0
CIV-106292,Medical Malpractice,Municipal,2017-03-10,2017-03-20,2017-04-14,2017-07-12,Settled,True,1731.34
CIV-106293,Housing Code Violation,Appellate,2020-04-23,2020-05-03,2020-07-27,2020-12-10,Judgment for Plaintiff,False,74617.69
CIV-106294,Debt Collection,Federal District,2019-10-19,2019-11-11,2019-12-31,2020-04-16,Settled,True,88940.73
CIV-106295,Property Damage,Municipal,2020-06-23,2020-06-30,2020-09-26,2021-03-17,Settled,False,0.0
CIV-106296,Debt Collection,Municipal,2020-09-20,2020-10-08,2020-12-19,2021-05-18,Judgment for Plaintiff,True,6979.88
CIV-106297,Medical Malpractice,Municipal,2015-09-29,2015-10-06,2015-11-24,2016-03-30,Default Judgment,False,42103.23
CIV-106298,Housing Code Violation,Appellate,2021-04-23,2021-05-23,2021-07-26,2021-10-20,Judgment for Plaintiff,False,49449.86
CIV-106299,Medical Malpractice,State,2017-07-24,2017-08-03,2017-08-24,2017-11-04,Transferred,True,83207.21
CIV-106300,Property Damage,Federal District,2015-04-15,2015-04-29,2015-06-25,2015-11-19,Transferred,False,38553.1
CIV-106301,Employment Dispute,Appellate,2019-09-24,2019-10-19,2019-11-18,2019-12-28,Transferred,True,0.0
CIV-106302,Family Law,Appellate,2021-10-21,2021-10-29,2021-12-05,2022-04-10,Judgment for Defendant,False,9948.41
CIV-106303,Debt Collection,State,2023-04-01,2023-04-30,2023-08-05,2024-01-25,Default Judgment,False,0.0
CIV-106304,Housing Code Violation,State,2023-05-28,2023-06-22,2023-10-07,2023-12-04,Transferred,True,0.0
CIV-106305,Small Claims,State,2017-06-11,2017-07-03,2017-08-17,2017-09-25,Judgment for Plaintiff,True,68575.59
CIV-106306,Contract Dispute,State,2020-06-12,2020-06-19,2020-09-24,2020-11-27,Dismissed,True,39759.46
CIV-106307,Housing Code Violation,Superior,2019-11-20,2019-12-13,2020-02-07,2020-04-01,Judgment for Defendant,False,0.0
CIV-106308,Housing Code Violation,Federal District,2022-03-16,2022-04-05,2022-06-13,2022-11-24,Judgment for Plaintiff,False,0.0
CIV-106309,Small Claims,Superior,2022-01-06,2022-01-29,2022-05-11,2022-10-13,Judgment for Defendant,False,29581.15
CIV-106310,Employment Dispute,Municipal,2021-09-18,2021-09-21,2021-11-28,2022-03-13,Transferred,True,0.0
CIV-106311,Small Claims,Superior,2021-08-09,2021-09-01,2021-10-03,2021-12-29,Dismissed,True,65104.94
CIV-106312,Property Damage,Appellate,2023-02-08,2023-03-05,2023-06-17,2023-09-07,Transferred,False,85735.98
CIV-106313,Housing Code Violation,Superior,2021-01-29,2021-02-20,2021-05-18,2021-11-10,Settled,True,19134.82
CIV-106314,Eviction,Municipal,2019-04-28,2019-05-24,2019-07-15,2019-08-29,Judgment for Plaintiff,True,10115.69
CIV-106315,Employment Dispute,Superior,2023-06-20,2023-06-26,2023-07-11,2023-12-01,Dismissed,True,18189.26
CIV-106316,Family Law,Appellate,2021-04-24,2021-05-04,2021-07-29,2021-12-01,Dismissed,True,0.0
CIV-106317,Personal Injury,Municipal,2022-01-26,2022-02-20,2022-05-13,2022-09-26,Default Judgment,False,0.0
CIV-106318,Small Claims,Appellate,2022-02-04,2022-02-26,2022-05-19,2022-07-30,Dismissed,False,0.0
CIV-106319,Family Law,Appellate,2017-04-23,2017-05-10,2017-07-13,2017-12-28,Dismissed,True,56995.94
CIV-106320,Personal Injury,State,2019-08-12,2019-08-28,2019-10-25,2020-01-01,Judgment for Plaintiff,False,40700.65
CIV-106321,Personal Injury,Superior,2015-10-07,2015-10-16,2016-01-26,2016-04-23,Transferred,True,0.0
CIV-106322,Housing Code Violation,Federal District,2020-09-28,2020-10-19,2020-11-22,2021-03-09,Default Judgment,False,93011.08
CIV-106323,Housing Code Violation,Superior,2016-12-31,2017-01-28,2017-02-13,2017-03-23,Default Judgment,True,97251.56
CIV-106324,Personal Injury,Appellate,2015-05-01,2015-05-29,2015-06-30,2015-10-09,Dismissed,True,25527.08
CIV-106325,Eviction,Municipal,2017-09-24,2017-10-20,2017-12-31,2018-04-03,Settled,False,0.0
CIV-106326,Family Law,Municipal,2016-09-02,2016-09-12,2016-09-30,2017-01-12,Default Judgment,False,0.0
CIV-106327,Family Law,Appellate,2019-05-31,2019-06-06,2019-10-02,2019-11-20,Default Judgment,False,0.0
CIV-106328,Contract Dispute,Municipal,2022-03-13,2022-04-02,2022-05-04,2022-06-28,Judgment for Defendant,True,27122.86
CIV-106329,Personal Injury,Appellate,2023-08-08,2023-08-13,2023-09-02,2023-12-28,Judgment for Plaintiff,True,0.0
CIV-106330,Eviction,Municipal,2020-07-01,2020-07-23,2020-10-13,2021-02-27,Settled,True,6506.56
CIV-106331,Employment Dispute,Municipal,2023-02-24,2023-03-26,2023-05-10,2023-11-06,Default Judgment,False,97395.3
CIV-106332,Employment Dispute,State,2018-07-30,2018-08-02,2018-10-29,2019-03-09,Judgment for Defendant,True,48681.46
CIV-106333,Employment Dispute,Federal District,2019-10-04,2019-10-15,2020-01-21,2020-07-05,Judgment for Defendant,True,0.0
CIV-106334,Family Law,Appellate,2017-05-27,2017-06-11,2017-08-25,2017-12-28,Dismissed,False,7050.53
CIV-106335,Family Law,Appellate,2021-08-16,2021-09-04,2021-10-08,2021-11-29,Transferred,False,86335.52
CIV-106336,Property Damage,State,2020-06-27,2020-07-18,2020-07-29,2020-08-28,Transferred,False,42677.4
CIV-106337,Medical Malpractice,State,2016-10-20,2016-11-13,2016-12-28,2017-04-15,Judgment for Defendant,False,0.0
CIV-106338,Small Claims,Federal District,2015-01-01,2015-01-24,2015-02-04,2015-05-01,Judgment for Defendant,True,78417.78
CIV-106339,Debt Collection,Federal District,2018-03-20,2018-04-03,2018-05-26,2018-11-16,Dismissed,False,73392.09
CIV-106340,Family Law,Superior,2018-05-30,2018-06-19,2018-09-20,2019-02-27,Default Judgment,True,1267.03
CIV-106341,Employment Dispute,Federal District,2023-02-04,2023-02-23,2023-03-23,2023-06-03,Judgment for Defendant,False,68662.47
CIV-106342,Housing Code Violation,Superior,2020-04-10,2020-04-22,2020-06-18,2020-11-20,Judgment for Plaintiff,False,69518.32
CIV-106343,Contract Dispute,Federal District,2019-05-03,2019-06-01,2019-07-22,2019-10-14,Settled,False,0.0
CIV-106344,Housing Code Violation,Municipal,2019-09-11,2019-09-21,2019-10-27,2019-11-30,Settled,True,34928.16
CIV-106345,Personal Injury,State,2020-03-01,2020-03-13,2020-03-25,2020-06-29,Settled,False,75370.23
CIV-106346,Small Claims,Superior,2022-10-06,2022-11-01,2022-12-28,2023-01-27,Judgment for Plaintiff,False,0.0
CIV-106347,Personal Injury,Superior,2022-04-03,2022-04-24,2022-06-29,2022-09-26,Default Judgment,True,42682.84
CIV-106348,Family Law,Appellate,2016-12-27,2017-01-01,2017-04-24,2017-07-27,Judgment for Defendant,True,55765.8
CIV-106349,Personal Injury,Municipal,2022-08-18,2022-09-04,2022-09-21,2023-02-21,Dismissed,True,52798.98
CIV-106350,Debt Collection,Municipal,2023-01-11,2023-01-28,2023-05-04,2023-09-20,Transferred,False,24309.23
CIV-106351,Small Claims,State,2021-10-05,2021-11-01,2021-12-30,2022-05-31,Transferred,True,0.0
